Day,"Total Fresh Weight
(g/individual)","Standarized TFW
(g/individual)",Temperature (C),Chlorophyll a (µg/l)
84,34.80075769,6.168107467,22,7
85,35.51301414,6.196025954,22,7
86,36.23397014,6.22428544,22,7
87,36.96365813,6.252887195,22,7
88,37.70211035,6.281832485,22,7
89,38.44935882,6.311122563,22,7
90,39.20543533,6.340758676,22,7
91,39.9703715,6.370742062,22,7
92,40.7441987,6.401073953,22,7
93,41.52694812,6.431755571,22,7
94,42.31865076,6.46278813,22,7
95,43.1193374,6.494172836,22,7
96,43.92903864,6.52591089,22,7
97,44.74778486,6.558003483,22,7
98,45.57560628,6.590451798,22,7
99,46.41253291,6.623257013,22,7
100,47.2585946,6.656420296,22,7
101,48.11382098,6.68994281,22,7
102,48.97824151,6.72382571,22,7
103,49.85188549,6.758070143,22,7
104,50.73478201,6.79267725,22,7
105,51.62696002,6.827648166,22,7
106,52.52844826,6.862984018,22,7
107,53.43927532,6.898685925,22,7
108,54.35946961,6.934755002,22,7
109,55.28905937,6.971192355,22,7
110,56.2280727,7.007999087,22,7
111,57.17653749,7.045176289,22,7
112,58.13448152,7.082725052,22,7
113,59.10193235,7.120646455,22,7
114,60.07891744,7.158941574,22,7
115,61.06546405,7.197611479,22,7
116,62.0615993,7.236657232,22,7
117,63.06735016,7.27607989,22,7
118,64.08274345,7.315880505,22,7
119,65.10780581,7.356060121,22,7
120,66.14256378,7.396619778,22,7
121,67.18704371,7.437560509,22,7
122,68.24127182,7.478883342,22,7
123,69.30527419,7.520589299,22,7
124,70.37907675,7.562679396,22,7
125,71.4627053,7.605154645,22,7
126,72.55618547,7.64801605,22,7
127,73.65954279,7.691264613,22,7
128,74.77280263,7.734901326,22,7
129,75.89599023,7.778927181,22,7
130,77.02913069,7.82334316,22,7
131,78.17224899,7.868150243,22,7
132,79.32536996,7.913349403,22,7
133,80.48851831,7.958941608,22,7
134,81.66171861,8.004927823,22,7
135,82.84499534,8.051309005,22,7
136,84.03837279,8.098086108,22,7
137,85.24187518,8.145260081,22,7
138,86.45552658,8.192831867,22,7
139,87.67935094,8.240802404,22,7
140,88.91337209,8.289172628,22,7
141,90.15761374,8.337943467,22,7
142,91.41209947,8.387115846,22,7
143,92.67685275,8.436690685,22,7
144,93.95189694,8.486668899,22,7
145,95.23725527,8.537051398,22,7
146,96.53295086,8.58783909,22,7
147,97.83900672,8.639032875,22,7
148,99.15544573,8.690633652,22,7
149,100.4822907,8.742642313,22,7
150,101.8195643,8.795059746,22,7
151,103.167289,8.847886837,22,7
152,104.5254873,8.901124464,22,7
153,105.8941816,8.954773503,22,7
154,107.2733941,9.008834826,22,7
155,108.6631469,9.0633093,22,7
156,110.063462,9.118197789,22,7
157,111.4743614,9.173501151,22,7
158,112.8958668,9.229220242,22,7
159,114.328,9.285355911,22,7
160,115.7707826,9.341909007,22,7
161,117.2242361,9.398880372,22,7
162,118.6883818,9.456270845,22,7
163,120.1632412,9.514081262,22,7
164,121.6488353,9.572312454,22,7
165,123.1451854,9.630965247,22,7
166,124.6523124,9.690040467,22,7
167,126.1702372,9.749538932,22,7
168,127.6989808,9.809461459,22,7
169,129.2385637,9.869808861,22,7
170,130.7890066,9.930581945,22,7
171,132.3503301,9.991781518,22,7
172,133.9225546,10.05340838,22,7
173,135.5057005,10.11546333,22,7
174,137.099788,10.17794716,22,7
175,138.7048373,10.24086067,22,7
176,140.3208686,10.30420463,22,7
177,141.9479017,10.36797984,22,7
178,143.5859566,10.43218707,22,7
179,145.2350532,10.49682711,22,7
180,146.8952111,10.56190072,22,7
181,148.56645,10.62740867,22,7
182,150.2487895,10.69335174,22,7
183,151.9422491,10.75973068,22,7
184,153.6468481,10.82654626,22,7
185,155.3626059,10.89379923,22,7
186,157.0895416,10.96149034,22,7
187,158.8276745,11.02962036,22,7
188,160.5770236,11.09819001,22,7
189,162.3376079,11.16720006,22,7
190,164.1094463,11.23665123,22,7
191,165.8925576,11.30654428,22,7
192,167.6869605,11.37687992,22,7
193,169.4926738,11.4476589,22,7
194,171.3097161,11.51888194,22,7
195,173.1381057,11.59054977,22,7
196,174.9778612,11.66266311,22,7
197,176.829001,11.73522268,22,7
198,178.6915432,11.8082292,22,7
199,180.5655062,11.88168337,22,7
200,182.4509081,11.95558592,22,7
201,184.3477668,12.02993755,22,7
202,186.2561005,12.10473896,22,7
203,188.1759269,12.17999086,22,7
204,190.107264,12.25569395,22,7
205,192.0501296,12.33184892,22,7
206,194.0045413,12.40845646,22,7
207,195.9705167,12.48551727,22,7
208,197.9480734,12.56303204,22,7
209,199.9372289,12.64100145,22,7
210,201.9380006,12.71942618,22,7
211,203.9504059,12.79830691,22,7
212,205.974462,12.87764432,22,7
213,208.0101861,12.95743909,22,7
214,210.0575954,13.03769189,22,7
215,212.116707,13.11840338,22,7
216,214.1875379,13.19957424,22,7
217,216.270105,13.28120512,22,7
218,218.3644251,13.36329669,22,7
219,220.4705152,13.44584961,22,7
220,222.5883919,13.52886453,22,7
221,224.718072,13.61234211,22,7
222,226.859572,13.696283,22,7
223,229.0129085,13.78068785,22,7
224,231.178098,13.86555731,22,7
225,233.355157,13.95089201,22,7
226,235.5441017,14.0366926,22,7
227,237.7449485,14.12295973,22,7
228,239.9577137,14.20969401,22,7
229,242.1824134,14.2968961,22,7
230,244.4190637,14.38456662,22,7
231,246.6676807,14.4727062,22,7
232,248.9282804,14.56131548,22,7
233,251.2008788,14.65039506,22,7
234,253.4854917,14.73994558,22,7
235,255.7821349,14.82996766,22,7
236,258.0908242,14.92046191,22,7
237,260.4115753,15.01142895,22,7
238,262.7444039,15.10286939,22,7
239,265.0893256,15.19478385,22,7
240,267.4463558,15.28717293,22,7
241,269.8155101,15.38003724,22,7
242,272.1968039,15.47337739,22,7
243,274.5902525,15.56719397,22,7
244,276.9958712,15.66148758,22,7
245,279.4136754,15.75625883,22,7
246,281.8436801,15.85150831,22,7
247,284.2859006,15.94723662,22,7
248,286.7403519,16.04344434,22,7
249,289.2070491,16.14013206,22,7
250,291.6860071,16.23730037,22,7
251,294.1772409,16.33494986,22,7
252,296.6807654,16.43308111,22,7
253,299.1965953,16.5316947,22,7
254,301.7247454,16.63079121,22,7
255,304.2652305,16.73037122,22,7
256,306.8180652,16.83043529,22,7
257,309.3832641,16.93098401,22,7
258,311.9608419,17.03201795,22,7
259,314.5508129,17.13353766,22,7
260,317.1531917,17.23554373,22,7
261,319.7679926,17.33803671,22,7
262,322.3952301,17.44101717,22,7
263,325.0349184,17.54448567,22,7
264,327.6870719,17.64844277,22,7
265,330.3517046,17.75288902,22,7
266,333.0288308,17.85782498,22,7
267,335.7184647,17.9632512,22,7
268,338.4206201,18.06916824,22,7
269,341.1353113,18.17557664,22,7
270,343.8625521,18.28247695,22,7
271,346.6023564,18.38986972,22,7
272,349.3547382,18.4977555,22,7
273,352.1197112,18.60613481,22,7
274,354.8972893,18.71500821,22,7
275,357.6874862,18.82437622,22,7
276,360.4903156,18.9342394,22,7
277,363.305791,19.04459827,22,7
278,366.1339262,19.15545336,22,7
279,368.9747346,19.26680521,22,7
280,371.8282298,19.37865435,22,7
281,374.6944253,19.4910013,22,7
282,377.5733343,19.60384659,22,7
283,380.4649704,19.71719075,22,7
284,383.3693468,19.83103429,22,7
285,386.2864768,19.94537774,22,7
286,389.2163737,20.06022161,22,7
287,392.1590507,20.17556643,22,7
288,395.1145208,20.2914127,22,7
289,398.0827973,20.40776095,22,7
290,401.0638931,20.52461168,22,7
291,404.0578214,20.6419654,22,7
292,407.0645951,20.75982263,22,7
293,410.084227,20.87818388,22,7
294,413.1167302,20.99704963,22,7
295,416.1621175,21.11642041,22,7
296,419.2204017,21.23629671,22,7
297,422.2915955,21.35667904,22,7
298,425.3757118,21.47756788,22,7
299,428.4727631,21.59896375,22,7
300,431.5827622,21.72086713,22,7
301,434.7057216,21.84327852,22,7
302,437.8416539,21.96619841,22,7
303,440.9905717,22.0896273,22,7
304,444.1524874,22.21356567,22,7
305,447.3274135,22.33801401,22,7
306,450.5153623,22.46297281,22,7
307,453.7163464,22.58844255,22,7
308,456.9303779,22.71442372,22,7
309,460.1574692,22.84091679,22,7
310,463.3976326,22.96792226,22,7
311,466.6508802,23.09544059,22,7
312,469.9172243,23.22347226,22,7
313,473.1966769,23.35201775,22,7
314,476.4892502,23.48107754,22,7
315,479.7949563,23.6106521,22,7
316,483.1138071,23.74074189,22,7
317,486.4458146,23.87134739,22,7
318,489.7909909,24.00246907,22,7
319,493.1493478,24.13410739,22,7
320,496.5208971,24.26626282,22,7
321,499.9056508,24.39893583,22,7
322,503.3036207,24.53212687,22,7
323,506.7148185,24.66583641,22,7
324,510.1392559,24.80006491,22,7
325,513.5769446,24.93481282,22,7
326,517.0278964,25.0700806,22,7
327,520.4921228,25.20586872,22,7
328,523.9696354,25.34217762,22,7
329,527.4604457,25.47900775,22,7
330,530.9645654,25.61635957,22,7
331,534.4820058,25.75423353,22,7
332,538.0127785,25.89263007,22,7
333,541.5568948,26.03154965,22,7
334,545.1143661,26.17099271,22,7
335,548.6852038,26.3109597,22,7
336,552.2694191,26.45145105,22,7
337,555.8670235,26.59246721,22,7
338,559.478028,26.73400862,22,7
339,563.1024439,26.87607573,22,7
340,566.7402825,27.01866896,22,7
341,570.3915547,27.16178876,22,7
342,574.0562719,27.30543555,22,7
343,577.7344449,27.44960979,22,7
344,581.4260849,27.59431189,22,7
345,585.131203,27.73954229,22,7
346,588.8498099,27.88530142,22,7
347,592.5819168,28.03158972,22,7
348,596.3275346,28.17840759,22,7
349,600.086674,28.32575549,22,7
350,603.859346,28.47363382,22,7
351,607.6455614,28.62204302,22,7
352,611.445331,28.7709835,22,7
353,615.2586655,28.92045569,22,7
354,619.0855757,29.07046001,22,7
355,622.9260722,29.22099687,22,7
356,626.7801657,29.3720667,22,7
357,630.6478669,29.52366992,22,7
358,634.5291863,29.67580693,22,7
359,638.4241346,29.82847815,22,7
360,642.3327222,29.981684,22,7
361,646.2549597,30.13542489,22,7
362,650.1908575,30.28970122,22,7
363,654.1404261,30.44451341,22,7
364,658.103676,30.59986187,22,7
365,662.0806175,30.755747,22,7
366,666.0712609,30.91216921,22,7
367,613.9471118,28.8690464,22,7
368,614.6792392,28.89774378,22,7
369,615.4156407,28.92660868,22,7
370,616.156322,28.95564134,22,7
371,616.9012891,28.984842,22,7
372,617.6505478,29.01421087,22,7
373,618.404104,29.0437482,22,7
374,619.1619635,29.0734542,22,7
375,619.9241321,29.1033291,22,7
376,620.6906155,29.13337314,22,7
377,621.4614194,29.16358652,22,7
378,622.2365496,29.19396949,22,7
379,623.0160118,29.22452226,22,7
380,623.7998116,29.25524505,22,7
381,624.5879547,29.28613808,22,7
382,625.3804466,29.31720158,22,7
383,626.177293,29.34843576,22,7
384,626.9784994,29.37984084,22,7
385,627.7840714,29.41141704,22,7
386,628.5940145,29.44316457,22,7
387,629.4083342,29.47508365,22,7
388,630.2270359,29.5071745,22,7
389,631.0501251,29.53943733,22,7
390,631.8776072,29.57187234,22,7
391,632.7094877,29.60447976,22,7
392,633.5457719,29.6372598,22,7
393,634.3864652,29.67021265,22,7
394,635.231573,29.70333855,22,7
395,636.0811004,29.73663768,22,7
396,636.9350529,29.77011026,22,7
397,637.7934357,29.8037565,22,7
398,638.6562541,29.8375766,22,7
399,639.5235133,29.87157076,22,7
400,640.3952184,29.9057392,22,7
401,641.2713748,29.94008211,22,7
402,642.1519875,29.9745997,22,7
403,643.0370617,30.00929216,22,7
404,643.9266026,30.04415971,22,7
405,644.8206151,30.07920254,22,7
406,645.7191045,30.11442084,22,7
407,646.6220758,30.14981483,22,7
408,647.5295341,30.18538468,22,7
409,648.4414842,30.22113061,22,7
410,649.3579314,30.25705281,22,7
411,650.2788805,30.29315148,22,7
412,651.2043365,30.3294268,22,7
413,652.1343043,30.36587897,22,7
414,653.068789,30.40250819,22,7
415,654.0077953,30.43931465,22,7
416,654.9513282,30.47629854,22,7
417,655.8993926,30.51346004,22,7
418,656.8519933,30.55079936,22,7
419,657.8091351,30.58831668,22,7
420,658.7708228,30.62601218,22,7
421,659.7370613,30.66388607,22,7
422,660.7078553,30.70193851,22,7
423,661.6832095,30.74016971,22,7
424,662.6631288,30.77857984,22,7
425,663.6476178,30.81716909,22,7
426,664.6366812,30.85593765,22,7
427,665.6303238,30.89488569,22,7
428,666.6285501,30.93401341,22,7
429,667.6313648,30.97332098,22,7
430,668.6387726,31.01280859,22,7
431,669.6507781,31.05247641,22,7
432,670.6673859,31.09232463,22,7
433,674.6960354,31.25023657,22,7
434,678.7384257,31.40868712,22,7
435,682.794567,31.56767666,22,7
436,686.8644694,31.72720561,22,7
437,690.9481432,31.88727435,22,7
438,695.0455985,32.04788329,22,7
439,699.1568453,32.20903282,22,7
440,703.2818938,32.37072334,22,7
441,707.4207539,32.53295523,22,7
442,711.5734358,32.6957289,22,7
443,715.7399494,32.85904474,22,7
444,719.9203046,33.02290313,22,7
445,724.1145114,33.18730446,22,7
446,728.3225798,33.35224913,22,7
447,732.5445196,33.51773752,22,7
448,736.7803406,33.68377001,22,7
449,741.0300526,33.850347,22,7
450,745.2936656,34.01746886,22,7
451,749.5711891,34.18513598,22,7
452,753.8626331,34.35334874,22,7
453,758.1680071,34.52210752,22,7
454,762.4873209,34.69141271,22,7
455,766.8205842,34.86126467,22,7
456,771.1678066,35.03166379,22,7
457,775.5289977,35.20261044,22,7
458,779.904167,35.37410501,22,7
459,784.2933242,35.54614786,22,7
460,788.6964787,35.71873937,22,7
461,793.1136401,35.8918799,22,7
462,797.5448179,36.06556985,22,7
463,801.9900215,36.23980956,22,7
464,806.4492602,36.41459941,22,7
465,810.9225437,36.58993978,22,7
466,815.4098811,36.76583102,22,7
467,819.9112819,36.94227351,22,7
468,824.4267553,37.11926761,22,7
469,828.9563108,37.29681369,22,7
470,833.4999575,37.4749121,22,7
471,838.0577047,37.65356321,22,7
472,842.6295616,37.83276739,22,7
473,847.2155375,38.01252499,22,7
474,851.8156414,38.19283637,22,7
475,856.4298826,38.37370189,22,7
476,861.0582702,38.55512191,22,7
477,865.7008133,38.73709679,22,7
478,870.3575209,38.91962688,22,7
479,875.0284021,39.10271253,22,7
480,879.713466,39.28635411,22,7
481,884.4127215,39.47055196,22,7
482,889.1261776,39.65530643,22,7
483,893.8538433,39.84061788,22,7
484,898.5957275,40.02648666,22,7
485,903.3518392,40.21291311,22,7
486,908.1221871,40.39989758,22,7
487,912.9067802,40.58744043,22,7
488,917.7056273,40.77554199,22,7
489,922.5187372,40.96420262,22,7
490,927.3461187,41.15342265,22,7
491,932.1877806,41.34320244,22,7
492,937.0437316,41.53354232,22,7
493,941.9139805,41.72444264,22,7
494,946.7985359,41.91590373,22,7
495,951.6974065,42.10792594,22,7
496,956.610601,42.3005096,22,7
497,961.538128,42.49365507,22,7
498,966.4799962,42.68736266,22,7
499,971.436214,42.88163272,22,7
500,976.4067901,43.07646559,22,7
501,981.3917329,43.27186159,22,7
502,986.3910511,43.46782107,22,7
503,991.4047532,43.66434435,22,7
504,996.4328475,43.86143178,22,7
505,1001.475343,44.05908367,22,7
506,1006.532247,44.25730036,22,7
507,1011.603569,44.45608218,22,7
508,1016.689316,44.65542946,22,7
509,1021.789499,44.85534253,22,7
510,1026.904124,45.05582171,22,7
511,1032.033199,45.25686733,22,7
512,1037.176735,45.45847972,22,7
513,1042.334737,45.66065919,22,7
514,1047.507216,45.86340608,22,7
515,1052.694179,46.06672071,22,7
516,1057.895634,46.27060339,22,7
517,1063.111589,46.47505445,22,7
518,1068.342053,46.68007422,22,7
519,1073.587034,46.885663,22,7
520,1078.84654,47.09182112,22,7
521,1084.120579,47.2985489,22,7
522,1089.40916,47.50584665,22,7
523,1094.712289,47.71371469,22,7
524,1100.029976,47.92215334,22,7
525,1105.362228,48.13116291,22,7
526,1110.709053,48.34074371,22,7
527,1116.07046,48.55089606,22,7
528,1121.446456,48.76162027,22,7
529,1126.83705,48.97291665,22,7
530,1132.242248,49.18478551,22,7
531,1137.66206,49.39722717,22,7
532,1143.096492,49.61024193,22,7
533,1148.545553,49.82383009,22,7
534,1154.009251,50.03799198,22,7
535,1159.487594,50.25272789,22,7
536,1164.980589,50.46803813,22,7
537,1170.488244,50.68392301,22,7
538,1176.010567,50.90038283,22,7
539,1181.547565,51.11741789,22,7
540,1187.099247,51.3350285,22,7
541,1192.66562,51.55321496,22,7
542,1198.246692,51.77197758,22,7
543,1203.84247,51.99131664,22,7
544,1209.452963,52.21123246,22,7
545,1215.078177,52.43172533,22,7
546,1220.71812,52.65279555,22,7
547,1226.372801,52.87444342,22,7
548,1232.042226,53.09666924,22,7
549,1237.726403,53.3194733,22,7
550,1243.42534,53.5428559,22,7
551,1249.139044,53.76681733,22,7
552,1254.867522,53.99135788,22,7
553,1260.610783,54.21647786,22,7
554,1266.368834,54.44217755,22,7
555,1272.141681,54.66845725,22,7
556,1277.929333,54.89531724,22,7
557,1283.731797,55.12275782,22,7
558,1289.549081,55.35077928,22,7
559,1295.381191,55.5793819,22,7
560,1301.228135,55.80856598,22,7
561,1307.089921,56.0383318,22,7
562,1312.966555,56.26867965,22,7
563,1318.858046,56.49960982,22,7
564,1324.764399,56.73112259,22,7
565,1330.685624,56.96321824,22,7
566,1336.621726,57.19589707,22,7
567,1342.572713,57.42915935,22,7
568,1348.538593,57.66300537,22,7
569,1354.519372,57.89743541,22,7
570,1360.515058,58.13244975,22,7
571,1366.525658,58.36804868,22,7
572,1372.551179,58.60423246,22,7
573,1378.591628,58.84100139,22,7
574,1384.647012,59.07835574,22,7
575,1390.717338,59.31629579,22,7
576,1396.802614,59.55482181,22,7
577,1402.902847,59.79393409,22,7
578,1409.018043,60.0336329,22,7
579,1415.148209,60.27391851,22,7
580,1421.293353,60.5147912,22,7
581,1427.453482,60.75625125,22,7
582,1433.628602,60.99829892,22,7
583,1439.818721,61.2409345,22,7
584,1446.023845,61.48415824,22,7
585,1452.243982,61.72797043,22,7
586,1458.479138,61.97237134,22,7
587,1464.72932,62.21736123,22,7
588,1470.994535,62.46294038,22,7
589,1477.27479,62.70910905,22,7
590,1483.570092,62.95586751,22,7
591,1489.880447,63.20321603,22,7
592,1496.205863,63.45115488,22,7
593,1502.546346,63.69968432,22,7
594,1508.901904,63.94880463,22,7
595,1515.272542,64.19851605,22,7
596,1521.658267,64.44881887,22,7
597,1528.059087,64.69971334,22,7
598,1534.475007,64.95119972,22,7
599,1540.906036,65.20327828,22,7
600,1547.352178,65.45594929,22,7
601,1553.813442,65.70921299,22,7
602,1560.289833,65.96306966,22,7
603,1566.781359,66.21751955,22,7
604,1573.288025,66.47256293,22,7
605,1579.80984,66.72820004,22,7
606,1586.346808,66.98443116,22,7
607,1592.898937,67.24125653,22,7
608,1599.466233,67.49867642,22,7
609,1606.048703,67.75669109,22,7
610,1612.646353,68.01530078,22,7
611,1619.259191,68.27450575,22,7
612,1625.887221,68.53430626,22,7
613,1632.530452,68.79470256,22,7
614,1639.188888,69.0556949,22,7
615,1645.862538,69.31728355,22,7
616,1652.551407,69.57946875,22,7
617,1659.255501,69.84225074,22,7
618,1665.974827,70.1056298,22,7
619,1672.709392,70.36960615,22,7
620,1679.459202,70.63418006,22,7
621,1686.224263,70.89935178,22,7
622,1693.004581,71.16512155,22,7
623,1699.800163,71.43148962,22,7
624,1706.611015,71.69845623,22,7
625,1713.437144,71.96602165,22,7
626,1720.278556,72.2341861,22,7
627,1727.135257,72.50294985,22,7
628,1734.007253,72.77231313,22,7
629,1740.89455,73.04227619,22,7
630,1747.797155,73.31283927,22,7
631,1754.715075,73.58400262,22,7
632,1761.648314,73.85576648,22,7
633,1768.59688,74.12813109,22,7
634,1775.560779,74.40109669,22,7
635,1782.540016,74.67466354,22,7
636,1789.534598,74.94883186,22,7
637,1796.544532,75.2236019,22,7
638,1803.569822,75.49897389,22,7
639,1810.610476,75.77494808,22,7
640,1817.666499,76.05152471,22,7
641,1824.737897,76.32870402,22,7
642,1831.824677,76.60648623,22,7
643,1838.926844,76.8848716,22,7
644,1846.044405,77.16386034,22,7
645,1853.177366,77.44345271,22,7
646,1860.325732,77.72364894,22,7
647,1867.48951,78.00444926,22,7
648,1874.668705,78.28585391,22,7
649,1881.863324,78.56786311,22,7
650,1889.073372,78.85047711,22,7
651,1896.298856,79.13369614,22,7
652,1903.539781,79.41752043,22,7
653,1910.796154,79.7019502,22,7
654,1918.067979,79.9869857,22,7
655,1925.355264,80.27262715,22,7
656,1932.658014,80.55887479,22,7
657,1939.976234,80.84572883,22,7
658,1947.309931,81.13318952,22,7
659,1954.659111,81.42125708,22,7
660,1962.023779,81.70993174,22,7
661,1969.40394,81.99921372,22,7
662,1976.799602,82.28910326,22,7
663,1984.21077,82.57960058,22,7
664,1991.637449,82.8707059,22,7
665,1999.079645,83.16241946,22,7
666,2006.537364,83.45474147,22,7
667,2014.010612,83.74767216,22,7
668,2021.499394,84.04121176,22,7
669,2029.003717,84.33536049,22,7
670,2036.523585,84.63011857,22,7
671,2044.059005,84.92548622,22,7
672,2051.609981,85.22146368,22,7
673,2059.176521,85.51805115,22,7
674,2066.758629,85.81524886,22,7
675,2074.356311,86.11305702,22,7
676,2081.969572,86.41147587,22,7
677,2089.598419,86.71050562,22,7
678,2097.242857,87.01014649,22,7
679,2104.902892,87.3103987,22,7
680,2112.578528,87.61126246,22,7
681,2120.269772,87.91273799,22,7
682,2127.976629,88.21482552,22,7
683,2135.699104,88.51752525,22,7
684,2143.437204,88.8208374,22,7
685,2151.190933,89.1247622,22,7
686,2158.960298,89.42929984,22,7
687,2166.745303,89.73445056,22,7
688,2174.545954,90.04021456,22,7
689,2182.362257,90.34659206,22,7
690,2190.194216,90.65358326,22,7
691,2198.041838,90.9611884,22,7
692,2205.905128,91.26940766,22,7
693,2213.784091,91.57824128,22,7
694,2221.678733,91.88768945,22,7
695,2229.589059,92.19775239,22,7
696,2237.515074,92.50843032,22,7
697,2245.456784,92.81972343,22,7
698,2253.414194,93.13163195,22,7
699,2261.38731,93.44415607,22,7
700,2269.376136,93.75729601,22,7
701,2277.380678,94.07105198,22,7
702,2285.400942,94.38542418,22,7
703,2293.436932,94.70041283,22,7
704,2301.488654,95.01601812,22,7
705,2309.556114,95.33224026,22,7
706,2317.639315,95.64907947,22,7
707,2325.738265,95.96653594,22,7
708,2333.852967,96.28460989,22,7
709,2341.983428,96.60330151,22,7
710,2350.129652,96.922611,22,7
711,2358.291644,97.24253859,22,7
712,2366.469411,97.56308446,22,7
713,2374.662956,97.88424881,22,7
714,2382.872285,98.20603186,22,7
715,2391.097403,98.52843381,22,7
716,2399.338316,98.85145485,22,7
717,2407.595028,99.17509518,22,7
718,2415.867545,99.49935501,22,7
719,2424.155872,99.82423454,22,7
720,2432.460013,100.149734,22,7
721,2440.779974,100.4758535,22,7
722,2449.11576,100.8025933,22,7
723,2457.467377,101.1299536,22,7
724,2465.834828,101.4579346,22,7
725,2474.218119,101.7865365,22,7
726,2482.617256,102.1157595,22,7
727,2491.032243,102.4456037,22,7
728,2499.463085,102.7760695,22,7
729,2507.909787,103.1071569,22,7
730,2516.372354,103.4388662,22,7
731,2524.850791,103.7711975,22,7
732,2533.345104,104.1041511,22,7
733,2541.855296,104.4377272,22,7
734,2550.381374,104.7719259,22,7
735,2558.923341,105.1067475,22,7
736,2567.481203,105.442192,22,7
737,2576.054965,105.7782598,22,7
738,2584.644632,106.1149511,22,7
739,2593.250208,106.4522659,22,7
740,2601.871699,106.7902046,22,7
741,2610.509109,107.1287672,22,7
742,2399.084734,98.84151513,22,7
743,2400.675632,98.90387394,22,7
744,2402.27158,98.96643068,22,7
745,2403.87258,99.02918548,22,7
746,2405.478636,99.09213845,22,7
747,2407.089751,99.1552897,22,7
748,2408.705927,99.21863936,22,7
749,2410.327169,99.28218755,22,7
750,2411.953478,99.34593438,22,7
751,2413.584858,99.40987997,22,7
752,2415.221311,99.47402443,22,7
753,2416.862842,99.53836789,22,7
754,2418.509451,99.60291045,22,7
755,2420.161144,99.66765223,22,7
756,2421.817922,99.73259336,22,7
757,2423.479788,99.79773393,22,7
758,2425.146746,99.86307407,22,7
759,2426.818798,99.9286139,22,7
760,2428.495947,99.99435352,22,7
761,2430.178196,100.060293,22,7
762,2431.865548,100.1264326,22,7
763,2433.558006,100.1927723,22,7
764,2435.255573,100.2593122,22,7
765,2436.958251,100.3260525,22,7
766,2438.666044,100.3929932,22,7
767,2440.378953,100.4601346,22,7
768,2442.096983,100.5274766,22,7
769,2443.820136,100.5950194,22,7
770,2445.548414,100.6627632,22,7
771,2447.281821,100.7307079,22,7
772,2449.020359,100.7988538,22,7
773,2450.764031,100.867201,22,7
